id,iso,lang,text,openai/gpt4,ISO code,ISO language name,native_speakers,writing_system,language_family,region,continent,ISO639P3code,Macroarea,Family,Subfamily,Genus,script_simplified,is_indo_european,xlm-roberta-base,bert-base-uncased,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,bigscience/bloom,StabilityAI/stablelm-base-alpha-7b,google/flan-t5-base,facebook/mbart-large-50,facebook/nllb-200-distilled-600M,EleutherAI/gpt-neox-20b,Xenova/gpt-4o,Xenova/claude-tokenizer,CohereForAI/aya-101,meta-llama/Meta-Llama-3-70B,mistralai/Mixtral-8x22B-v0.1,google/gemma-7b,simbolo-ai/multilingual-partial-syllable-tokenizer,Cohere/multilingual-22-12,Cohere/Cohere-embed-multilingual-v3.0
10397,my-MM,Burmese,ခြင်းလုံး,18,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,5.0,3.0,5.0,16.0,14.0,3.0,5.0,4.0,14.0,4,8,3,18,16,7,12,4,2
10412,my-MM,Burmese,millionaires ကိုကစားကြရအောင်,33,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,5.0,9.0,31.0,25.0,5.0,9.0,9.0,25.0,9,16,8,33,18,13,37,9,7
10415,my-MM,Burmese,စကားဝှက်ကစားနည်း ကစားကြရအောင်,57,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,4.0,13.0,51.0,41.0,5.0,13.0,10.0,41.0,15,26,10,57,36,22,44,11,10
10424,my-MM,Burmese,ငါ့ရဲ့ ဈေးဝယ်ရန် စာရင်း ပေါ်ကပစ္စည်းတွေကိုစာရင်းလုပ်ပါ olly,107,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,8.0,20.0,91.0,89.0,12.0,20.0,21.0,89.0,32,59,19,107,83,47,88,22,15
10449,my-MM,Burmese,နောက် ရက်သတ္တပတ် မှာ နေပြည်တော် ကိုသွားမယ့်ခရီး ကို ငါဖျက်ချင်တယ်,124,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,9.0,19.0,104.0,97.0,15.0,19.0,21.0,97.0,38,65,22,124,94,49,99,19,16
10450,my-MM,Burmese,ဒီနေ့ ငါ့ရဲ့ ဈေးဝယ်ရန် စာရင်းကဘာတွေလဲ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,63.0,62.0,9.0,16.0,16.0,62.0,23,44,15,71,66,33,56,15,12
10453,my-MM,Burmese,ဈေးဝယ်ရန် စာရင်း မှ ပေါင်မုန့် ကိုဖြတ်ပါ,76,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,7.0,18.0,61.0,63.0,11.0,18.0,18.0,63.0,22,43,18,76,57,30,61,16,14
10457,my-MM,Burmese,ဗော့ကာကိုငါ့ရဲ့ ပျော်ပွဲရွှင်ပွဲအတွက်ဈေးဝယ်ခြင်း စာရင်းသို့ထည့်ပါ,128,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,26.0,5.0,26.0,112.0,108.0,7.0,26.0,24.0,108.0,41,68,24,128,112,52,92,27,22
10458,my-MM,Burmese,ဝယ်ရန်ပစ္စည်းများ စာရင်း ကိုဖယ်ရှားပါ,72,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,5.0,15.0,60.0,58.0,7.0,15.0,14.0,58.0,18,38,13,72,56,27,56,16,11
10468,my-MM,Burmese,စာရင်း အသစ်တစ်ခုဖန်တီးနိုင်ပါသလား,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,54.0,51.0,5.0,10.0,11.0,51.0,17,32,10,65,44,24,51,11,6
10470,my-MM,Burmese,ပြီးခဲ့သောအပတ် က ဝယ်ယူခဲ့သောပစ္စည်းများ အစားအစာ စာရင်း ဖယ်လိုက်ပါ,125,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,24.0,8.0,24.0,109.0,104.0,13.0,24.0,23.0,104.0,30,65,21,125,102,51,99,23,18
10475,my-MM,Burmese,မြင်ခဲ့ရတာပေါ်မူတည်ပါတယ်,48,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,3.0,10.0,41.0,40.0,3.0,10.0,9.0,40.0,13,28,8,48,41,21,36,9,7
10486,my-MM,Burmese,စာရင်း ကို ရှင်းလင်းဖယ်ရှားပါ,56,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,46.0,44.0,7.0,12.0,11.0,44.0,14,27,10,56,42,18,43,12,8
10488,my-MM,Burmese,စာရင်း လုပ်ပါ,25,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,6.0,4.0,6.0,20.0,20.0,5.0,6.0,6.0,20.0,6,12,4,25,18,11,20,5,3
10496,my-MM,Burmese,ငါဘယ် ကုန်စုံဆိုင်တွေ ကို စာရင်းပြုစုထားလဲ,81,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,71.0,64.0,9.0,16.0,15.0,64.0,23,44,16,81,61,33,62,16,12
10506,my-MM,Burmese,ငါ့ရဲ့ စာရင်းများ ကဘာတွေလဲ,50,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,46.0,42.0,7.0,11.0,11.0,42.0,15,28,11,50,45,23,38,11,8
10518,my-MM,Burmese,ဘာ စာရင်းများ ရနိုင်သလဲ,44,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,5.0,9.0,38.0,36.0,7.0,9.0,9.0,36.0,11,22,8,44,32,17,35,10,6
10520,my-MM,Burmese,စာရင်း ကိုရှာပြီး ပန်းသီး ကိုဖယ်ပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,56.0,52.0,9.0,14.0,13.0,52.0,15,35,14,65,47,26,50,15,10
10521,my-MM,Burmese,ငါ့ရဲ့ ရှေးဟောင်းအင်္ဂလိပ် သီချင်းများစာရင်းကိုဖျက်ပါ,104,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,5.0,18.0,91.0,87.0,7.0,18.0,19.0,87.0,30,56,20,104,86,40,76,21,16
10526,my-MM,Burmese,ကျေးဇူးပြု၍ စာရင်း ကိုဖယ်ရှားပါ,61,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,55.0,49.0,7.0,14.0,12.0,49.0,17,33,15,61,48,25,45,11,10
10529,my-MM,Burmese,ဒီ အရာကို စာရင်း ထဲသို့ ထည့်ပါ,56,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,7.0,14.0,48.0,48.0,11.0,14.0,11.0,48.0,15,29,12,56,49,24,46,11,8
10532,my-MM,Burmese,ငါလုပ်ခဲ့တဲ့နောက်ဆုံးစာရင်းငါးခုကဘာတွေလဲ,80,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,3.0,14.0,74.0,64.0,3.0,14.0,16.0,64.0,20,45,12,80,71,36,57,17,12
10539,my-MM,Burmese,ငါ့ကိုနောက်ဆုံးတင်ထားတဲ့စာရင်းပို့ပါ,72,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,3.0,11.0,66.0,56.0,3.0,11.0,11.0,56.0,17,36,10,72,55,27,50,11,9
10545,my-MM,Burmese,ငါ့အတွက် နံပါတ်များ စာရင်း ကိုလုပ်ပါ,69,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,59.0,55.0,9.0,14.0,13.0,55.0,17,36,14,69,53,29,54,11,10
10548,my-MM,Burmese,ငါ့အတွက် စာရင်း အသစ်တစ်ခု ဖန်တီးပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,6.0,12.0,53.0,52.0,9.0,12.0,10.0,52.0,19,35,12,65,49,27,54,12,7
10551,my-MM,Burmese,ဒီနေ့ အတွက် လုပ်ရမယ့် စာရင်းတွေကဘာတွေရှိမလဲ,83,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,74.0,70.0,9.0,15.0,14.0,70.0,22,44,14,83,70,39,66,14,12
10554,my-MM,Burmese,ငါ ဒီနေ့ ဘာတွေလုပ်မှာလဲ,44,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,40.0,39.0,7.0,10.0,8.0,39.0,12,26,8,44,44,23,34,8,8
10555,my-MM,Burmese,ငါ့ရဲ့ လုပ်ရန် စာရင်း မှ ပစ္စည်း အမှတ်ငါး ကိုစစ်ပါ,94,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,9.0,17.0,77.0,80.0,15.0,17.0,16.0,80.0,27,50,18,94,73,40,78,17,12
10557,my-MM,Burmese,ကျေးဇူးပြု၍ ငါ့ရဲ့ စာရင်း ပြပါ,58,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,7.0,13.0,53.0,51.0,9.0,13.0,11.0,51.0,19,34,15,58,49,28,44,10,8
10589,my-MM,Burmese,စာရင်းဖိုင် ကို စာရင်း မှဖယ်ရှားပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,55.0,52.0,9.0,15.0,14.0,52.0,16,33,14,65,47,23,51,14,11
10602,my-MM,Burmese,ငါ့ကို သီချင်း စာရင်း ပြောပြပါ,57,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,6.0,12.0,50.0,49.0,9.0,12.0,9.0,49.0,16,29,11,57,43,23,44,9,8
10605,my-MM,Burmese,စာရင်း ထဲမှာ အစားအစာ အမျိုးအစား ဘယ်လောက် ရှိလဲ,87,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,8.0,15.0,77.0,72.0,13.0,15.0,14.0,72.0,24,42,15,87,67,35,70,12,8
10614,my-MM,Burmese,စာရင်းမှာခြောက်သွေ့သောဆိုတဲ့စာလုံးအစပါတဲ့အစားအစာအားလုံးမပါသင့်ပါ,128,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,3.0,22.0,122.0,106.0,3.0,22.0,23.0,106.0,31,64,17,128,99,56,91,27,19
10616,my-MM,Burmese,မနက်ဖြန် အပြီး စာရင်း အသစ်တစ်ခုလုပ်ပါ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,57.0,58.0,9.0,15.0,14.0,58.0,18,37,13,71,48,29,59,13,11
10626,my-MM,Burmese,စာရင်း အသစ်လုပ်ပါ,33,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,4.0,8.0,26.0,27.0,5.0,8.0,7.0,27.0,7,16,6,33,22,13,27,7,4
10627,my-MM,Burmese,ခဲတံ ကို ကုန်ပစ္စည်း စာရင်း အသစ်သို့ထည့်ပါ,80,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,7.0,17.0,66.0,66.0,11.0,17.0,15.0,66.0,24,40,17,80,63,32,65,18,11
10629,my-MM,Burmese,ကျေးဇူးပြု၍ ဒီ ပစ္စည်းကို စာရင်း မှဖယ်ရှားပါ,85,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,8.0,18.0,75.0,71.0,11.0,18.0,15.0,71.0,23,47,19,85,71,36,66,14,13
10648,my-MM,Burmese,ကုန်ခြောက် ကို စာရင်း ထဲထည့်လိုက်ပါ,67,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,55.0,52.0,9.0,13.0,12.0,52.0,16,33,12,67,52,26,52,12,8
10666,my-MM,Burmese,စာရင်းကိုဖတ်ပါ,28,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,7.0,3.0,7.0,24.0,21.0,3.0,7.0,7.0,21.0,7,14,5,28,19,9,21,8,4
10672,my-MM,Burmese,ငါ့ရဲ့ စာရင်း,25,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,6.0,4.0,6.0,22.0,22.0,5.0,6.0,6.0,22.0,9,14,5,25,22,11,19,6,3
10685,my-MM,Burmese,ငါ့မှာဘာစာရင်းတွေရှိလဲပြောပြပါ,60,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,3.0,12.0,58.0,53.0,3.0,12.0,13.0,53.0,16,32,11,60,49,27,42,13,10
10689,my-MM,Burmese,ပစ္စည်း အမှတ်သုံး ကိုဖယ်ရှားပါ,58,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,5.0,13.0,50.0,47.0,7.0,13.0,10.0,47.0,15,30,11,58,47,23,45,10,9
10697,my-MM,Burmese,စာရင်းထဲမှာဘာတွေပါလဲ,40,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,3.0,9.0,38.0,34.0,3.0,9.0,9.0,34.0,11,24,7,40,37,18,29,9,6
10700,my-MM,Burmese,ကျေးဇူးပြု၍ ဒီ အမျိုးအစားကို စာရင်း ထဲ ထည့်ပါ,86,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,9.0,17.0,77.0,72.0,13.0,17.0,14.0,72.0,23,44,19,86,72,38,67,12,10
10728,my-MM,Burmese,ရရှိနိုင်သော စာရင်းများ ကို ခင်းကျင်းပြသပါ,81,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,70.0,66.0,9.0,16.0,16.0,66.0,17,36,15,81,53,30,62,17,11
10730,my-MM,Burmese,ငါ့ရဲ့စာရင်းပေါ်မှာဘာတွေရှိသလဲမင်းငါ့ကိုကျေးဇူးပြု၍ပြောနိုင်မလား,129,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,5.0,19.0,121.0,109.0,3.0,19.0,20.0,109.0,37,66,21,129,101,54,89,26,17
10732,my-MM,Burmese,ငါ့ရဲ့ စျေးဝယ် စာရင်း ထဲက ငရုတ်ကောင်း ကို ဖယ်လိုက်ပါ,98,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,9.0,20.0,81.0,79.0,15.0,20.0,20.0,79.0,29,54,20,98,79,40,79,19,15
10741,my-MM,Burmese,ငါ့ရဲ့ စာရင်း ထဲမှာ တစ်ခုခုကိုထည့်ပါ,69,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,60.0,58.0,9.0,14.0,13.0,58.0,20,38,13,69,63,31,54,13,9
10746,my-MM,Burmese,အဲဒီ ပစ္စည်းကို ငါ့ရဲ့ စာရင်း မှဖယ်ရှားပါ,78,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,7.0,16.0,68.0,68.0,11.0,16.0,14.0,68.0,24,47,15,78,70,33,62,14,12
10751,my-MM,Burmese,google ဘာသာပြန်,18,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,6.0,4.0,6.0,16.0,15.0,4.0,6.0,5.0,15.0,6,10,4,18,12,9,21,5,3
10754,my-MM,Burmese,ဒီတစ်ပတ် လုပ်ဖို့စာရင်း,45,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,4.0,8.0,37.0,35.0,5.0,8.0,9.0,35.0,12,23,6,45,34,18,35,8,6
10758,my-MM,Burmese,ဈေးဝယ်ရန် ပစ္စည်းများ စာရင်း ဖတ်ပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,53.0,53.0,9.0,14.0,13.0,53.0,18,36,12,65,51,27,53,13,8
10763,my-MM,Burmese,နှံစားပြောင်း ကိုငါ့ရဲ့ ဈေးဝယ်ရန်စာရင်း သို့ထည့်ပါ,97,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,6.0,21.0,84.0,82.0,9.0,21.0,21.0,82.0,26,49,19,97,79,38,72,22,16
10767,my-MM,Burmese,ကျွန်ုပ်၏ ဈေးဝယ်ခြင်း စာရင်း မှာ ဥများ ပါလား,84,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,9.0,18.0,70.0,68.0,13.0,18.0,16.0,68.0,23,44,17,84,69,35,66,15,12
10775,my-MM,Burmese,ကျွန်ုပ် ပြင်ဆင်နေတဲ့ ပါတီ အတွက် အဆက်အသွယ်များ စာရင်း ငါ့မှာရှိသလား,128,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,24.0,9.0,24.0,108.0,106.0,15.0,24.0,21.0,106.0,34,68,21,128,102,55,102,19,18
10784,my-MM,Burmese,ငါ့ရဲ့ လုပ်ရမယ့် စာရင်း ကိုဖျက်ပစ်ပါ,69,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,57.0,58.0,9.0,13.0,13.0,58.0,22,37,13,69,57,30,55,15,10
10791,my-MM,Burmese,စာရင်း ကနေပစ္စည်းတွေဖယ်ပေးပါ,55,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,4.0,12.0,48.0,46.0,5.0,12.0,12.0,46.0,15,30,10,55,41,24,43,12,8
10797,my-MM,Burmese,နွားနို့ ကို ကုန်ပစ္စည်း စာရင်း ထဲ ထည့်ပါ,77,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,8.0,18.0,64.0,63.0,13.0,18.0,15.0,63.0,23,38,18,77,62,32,62,18,12
10806,my-MM,Burmese,မင်းကျေးဇူးပြု၍ ငါ့ရဲ့ စာရင်းများ ငါ့ကို ပြပါ,87,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,8.0,17.0,79.0,74.0,11.0,17.0,14.0,74.0,27,47,20,87,70,38,65,17,12
10817,my-MM,Burmese,စာရင်းများ ကိုဖွင့်ပါ စာရင်း ကိုဖယ်ရှားလိုက်ပါ,89,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,6.0,17.0,76.0,70.0,9.0,17.0,16.0,70.0,21,43,16,89,67,33,67,16,13
10830,my-MM,Burmese,အိုလီ ငါ့ရဲ့ စာရင်း မှာ နောက်ထပ် ဘာရှိလဲ,75,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,8.0,14.0,65.0,65.0,13.0,14.0,13.0,65.0,25,43,15,75,65,34,60,13,10
10844,my-MM,Burmese,ငါ့ရဲ့ ကုန်ပစ္စည်း စာရင်း ထဲကနေ နွားနို့ ကို ဖယ်လိုက်ပါ,104,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,9.0,22.0,88.0,86.0,15.0,22.0,19.0,86.0,31,55,21,104,84,44,83,20,16
10850,my-MM,Burmese,ကျေးဇူးပြု၍ ငါဘယ် စာရင်းများ လုပ်ထားသလဲငါ့ကို ပြောပါ,101,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,8.0,19.0,92.0,84.0,11.0,19.0,17.0,84.0,30,55,20,101,83,44,76,19,14
10854,my-MM,Burmese,စာရင်း ထဲက အဲဒါ ကို ပြန်စီစဉ်ပါ,58,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,7.0,12.0,48.0,50.0,11.0,12.0,12.0,50.0,19,36,11,58,48,25,49,11,8
10860,my-MM,Burmese,အဲဒါကိုစာရင်းမှဖြုတ်ချပါ,48,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,3.0,10.0,44.0,40.0,3.0,10.0,10.0,40.0,12,28,8,48,41,19,35,11,8
